tracking_id,datetime,windmill_generated_power(kW/h)
WM_19817,2019-04-17 08:53:20,2.5541285786432586
WM_18723,2019-03-30 07:43:20,2.569758866784014
WM_34552,2019-08-10 11:33:20,3.2995650124668385
WM_28570,2019-06-26 03:53:20,7.679267938484637
WM_36934,2019-08-27 16:43:20,3.645622240958887
WM_46,2018-10-29 04:43:20,7.63692989201187
WM_5545,2018-12-16 15:13:20,4.48196140891525
WM_6959,2018-12-27 01:53:20,10.861341658489845
WM_9565,2019-01-14 13:43:20,7.995679414763708
WM_33379,2019-08-02 03:33:20,2.4770047123030148
WM_24358,2019-05-24 04:23:20,5.852298792146226
WM_38536,2019-09-10 00:23:20,8.007053086601239
WM_30740,2019-07-11 20:33:20,7.167608452289916
WM_32731,2019-07-28 12:23:20,5.587972450318137
WM_14062,2019-02-17 14:03:20,8.443861397197571
WM_15294,2019-02-27 03:03:20,11.267733173687489
WM_36014,2019-08-21 06:03:20,5.566774326170239
WM_5050,2018-12-11 01:23:20,12.376048725965788
WM_17819,2019-03-22 11:53:20,2.6045406586384483
WM_1759,2018-11-13 16:23:20,3.4065597204838407
WM_27254,2019-06-16 12:13:20,4.5200171884658324
WM_14482,2019-02-20 17:53:20,6.990571606125832
WM_40277,2019-09-23 05:03:20,4.2475851832830145
WM_23364,2019-05-17 04:43:20,5.8718567956839856
WM_35071,2019-08-14 02:53:20,8.55103316914527
WM_1240,2018-11-09 20:43:20,4.640767752847621
WM_193,2018-10-30 05:43:20,8.36308045771098
WM_31417,2019-07-16 15:23:20,7.71216878120361
WM_37853,2019-09-05 02:13:20,5.833925223986663
WM_34415,2019-08-09 12:13:20,2.7306076615791954
WM_20130,2019-04-22 05:03:20,3.4327492380913833
WM_36985,2019-08-28 01:13:20,3.131153825248508
WM_32816,2019-07-29 02:53:20,7.630321565137136
WM_9659,2019-01-15 06:03:20,9.237022745555493
WM_34192,2019-08-07 22:13:20,5.67789012775436
WM_7124,2018-12-28 06:43:20,8.922576050581213
WM_35945,2019-08-20 18:33:20,5.417240743972186
WM_29448,2019-07-02 12:43:20,4.051856992344182
WM_26129,2019-06-08 07:53:20,3.8098031084737825
WM_3566,2018-11-29 22:53:20,6.586533924239143
WM_1340,2018-11-10 15:23:20,3.0939145482824792
WM_14304,2019-02-19 08:33:20,6.562204836118601
WM_22513,2019-05-11 04:33:20,4.89287527061752
WM_15672,2019-03-01 19:03:20,11.573092433076745
WM_28793,2019-06-27 17:53:20,1.623693874222973
WM_13683,2019-02-14 16:33:20,7.284913170569082
WM_8450,2019-01-06 15:23:20,8.244363595226865
WM_39606,2019-09-17 19:03:20,7.667363653415697
WM_33792,2019-08-05 01:43:20,8.092872739379278
WM_39434,2019-09-16 14:23:20,2.56586016749344
WM_16883,2019-03-14 00:13:20,2.5992567283833585
WM_16423,2019-03-08 21:13:20,5.556493661809132
WM_19378,2019-04-07 14:43:20,4.081234038862456
WM_35176,2019-08-14 20:23:20,8.043692097951986
WM_39649,2019-09-18 02:13:20,5.941013416717462
WM_16624,2019-03-11 23:43:20,2.301185551712716
WM_25236,2019-05-31 15:13:20,4.170207466103803
WM_30165,2019-07-07 15:13:20,2.4531975964281267
WM_11229,2019-01-26 21:13:20,11.220712022634647
WM_22495,2019-05-11 01:33:20,5.296439674482962
WM_1410,2018-11-11 03:43:20,2.732270884645148
WM_3502,2018-11-29 11:23:20,3.2006183028265194
WM_11799,2019-02-01 03:53:20,9.383457254496323
WM_22334,2019-05-09 20:43:20,5.699494895008185
WM_37802,2019-09-04 17:43:20,3.3947599560946484
WM_6663,2018-12-24 23:53:20,10.683303487955097
WM_29243,2019-07-01 01:43:20,5.4705045670885415
WM_5320,2018-12-14 23:53:20,7.130043911368932
WM_16550,2019-03-10 15:43:20,6.945910229650049
WM_2183,2018-11-16 16:43:20,3.9095860841515124
WM_3438,2018-11-29 00:33:20,5.239807194839707
WM_36325,2019-08-23 10:03:20,3.1905075054158814
WM_8597,2019-01-07 16:23:20,5.52950154026233
WM_31833,2019-07-19 14:33:20,5.183725869872994
WM_10149,2019-01-18 22:33:20,10.524086750398801
WM_38811,2019-09-11 22:23:20,8.264781374016097
WM_31073,2019-07-14 05:13:20,3.958919002089347
WM_1314,2018-11-10 11:03:20,5.17469895870498
WM_28386,2019-06-24 20:03:20,8.510711477922445
WM_198,2018-10-30 06:33:20,9.464296093210205
WM_10525,2019-01-21 14:03:20,5.014454773206392
WM_11900,2019-02-01 21:03:20,11.52551574277337
WM_18459,2019-03-27 07:03:20,3.763661384208903
WM_33737,2019-08-04 16:33:20,6.2224751131483185
WM_1851,2018-11-14 08:03:20,2.430304207862177
WM_21673,2019-05-05 04:43:20,4.560652831891404
WM_6566,2018-12-24 07:23:20,9.684663623406612
WM_36845,2019-08-27 01:53:20,3.0316048185219726
WM_7916,2019-01-02 19:43:20,12.204087113745578
WM_27896,2019-06-21 06:43:20,5.812715120907348
WM_21392,2019-05-02 11:33:20,3.4531560576553924
WM_27683,2019-06-19 18:13:20,4.52073582765831
WM_8769,2019-01-08 22:13:20,3.636219951956928
WM_30312,2019-07-08 17:53:20,5.244414695905035
WM_29472,2019-07-02 16:43:20,4.29133285494159
WM_3189,2018-11-27 06:33:20,8.4744872005623
WM_18130,2019-03-24 20:13:20,6.20344647934302
WM_36279,2019-08-23 02:23:20,8.61954559217288
WM_28062,2019-06-22 12:03:20,5.0336086957548325
WM_20790,2019-04-28 07:03:20,2.5464382003498516
WM_18167,2019-03-25 02:43:20,5.558912527598517
WM_1118,2018-11-08 18:03:20,14.956631881500504
WM_23657,2019-05-19 06:23:20,3.9252565975382385
WM_37530,2019-09-02 20:23:20,7.000862821069623
WM_29981,2019-07-06 08:03:20,3.953471274892263
WM_40227,2019-09-22 20:43:20,7.452529749699063
WM_1525,2018-11-11 23:43:20,6.773647019941299
WM_2323,2018-11-17 16:13:20,3.102551407104072
WM_19419,2019-04-07 21:43:20,6.839697578794413
WM_18221,2019-03-25 13:43:20,4.088795144164514
WM_22827,2019-05-13 10:53:20,2.367380510276029
WM_37941,2019-09-05 16:53:20,5.259971743381456
WM_18696,2019-03-29 17:43:20,3.3792198228676518
WM_39197,2019-09-14 22:33:20,7.486213688017849
WM_13378,2019-02-12 12:13:20,6.618088604223481
WM_29514,2019-07-02 23:53:20,7.879653445804101
WM_20666,2019-04-27 10:23:20,3.3566827201511003
WM_1354,2018-11-10 17:43:20,3.1673911144760947
WM_39840,2019-09-19 10:03:20,3.27519353569366
WM_12741,2019-02-07 19:23:20,5.727659468962657
