tracking_id,datetime,windmill_generated_power(kW/h)
WM_19817,2019-04-17 08:53:20,2.5746424672832027
WM_18723,2019-03-30 07:43:20,2.5686057138985876
WM_34552,2019-08-10 11:33:20,3.2485524680280906
WM_28570,2019-06-26 03:53:20,8.081226315555837
WM_36934,2019-08-27 16:43:20,3.6455580721222045
WM_46,2018-10-29 04:43:20,7.747502842171028
WM_5545,2018-12-16 15:13:20,4.470396402905181
WM_6959,2018-12-27 01:53:20,10.874663614865979
WM_9565,2019-01-14 13:43:20,8.07730369249896
WM_33379,2019-08-02 03:33:20,2.5084539001214687
WM_24358,2019-05-24 04:23:20,5.870618781227225
WM_38536,2019-09-10 00:23:20,8.012644471890862
WM_30740,2019-07-11 20:33:20,7.146114309951707
WM_32731,2019-07-28 12:23:20,5.558712235630935
WM_14062,2019-02-17 14:03:20,8.314779278060714
WM_15294,2019-02-27 03:03:20,11.2865542883931
WM_36014,2019-08-21 06:03:20,5.601845784005832
WM_5050,2018-12-11 01:23:20,12.48769598675239
WM_17819,2019-03-22 11:53:20,2.605940484618594
WM_1759,2018-11-13 16:23:20,3.380780412518862
WM_27254,2019-06-16 12:13:20,4.483867437137117
WM_14482,2019-02-20 17:53:20,6.857156867256964
WM_40277,2019-09-23 05:03:20,4.22556770015589
WM_23364,2019-05-17 04:43:20,5.926536297645917
WM_35071,2019-08-14 02:53:20,8.568253789458204
WM_1240,2018-11-09 20:43:20,4.720603595136032
WM_193,2018-10-30 05:43:20,8.368005917072688
WM_31417,2019-07-16 15:23:20,7.730789445406942
WM_37853,2019-09-05 02:13:20,5.873623595857712
WM_34415,2019-08-09 12:13:20,2.739328388001977
WM_20130,2019-04-22 05:03:20,3.4402193720494467
WM_36985,2019-08-28 01:13:20,3.209197800651688
WM_32816,2019-07-29 02:53:20,7.653130265922628
WM_9659,2019-01-15 06:03:20,9.201804384959354
WM_34192,2019-08-07 22:13:20,5.678303209556017
WM_7124,2018-12-28 06:43:20,8.91800380461036
WM_35945,2019-08-20 18:33:20,5.438725009237861
WM_29448,2019-07-02 12:43:20,4.087467521209963
WM_26129,2019-06-08 07:53:20,3.7582845278241934
WM_3566,2018-11-29 22:53:20,6.563939615338215
WM_1340,2018-11-10 15:23:20,3.098473381655683
WM_14304,2019-02-19 08:33:20,6.587011247733158
WM_22513,2019-05-11 04:33:20,4.867539325614575
WM_15672,2019-03-01 19:03:20,11.670680093747839
WM_28793,2019-06-27 17:53:20,1.6519818183545867
WM_13683,2019-02-14 16:33:20,7.327767352084384
WM_8450,2019-01-06 15:23:20,8.269355903160692
WM_39606,2019-09-17 19:03:20,7.680924311731714
WM_33792,2019-08-05 01:43:20,8.057250365463974
WM_39434,2019-09-16 14:23:20,2.576089382463051
WM_16883,2019-03-14 00:13:20,2.6483799380580098
WM_16423,2019-03-08 21:13:20,5.547556669291661
WM_19378,2019-04-07 14:43:20,4.1051542903961495
WM_35176,2019-08-14 20:23:20,8.048587791413553
WM_39649,2019-09-18 02:13:20,5.940122517792761
WM_16624,2019-03-11 23:43:20,2.2331924810304957
WM_25236,2019-05-31 15:13:20,4.2145266733466595
WM_30165,2019-07-07 15:13:20,2.418397522814915
WM_11229,2019-01-26 21:13:20,11.287930528691765
WM_22495,2019-05-11 01:33:20,5.315398874934479
WM_1410,2018-11-11 03:43:20,2.823004250980663
WM_3502,2018-11-29 11:23:20,3.1061757057252906
WM_11799,2019-02-01 03:53:20,9.41029818123127
WM_22334,2019-05-09 20:43:20,5.695933676910966
WM_37802,2019-09-04 17:43:20,3.39213398686066
WM_6663,2018-12-24 23:53:20,10.516238006344269
WM_29243,2019-07-01 01:43:20,5.460182131282649
WM_5320,2018-12-14 23:53:20,7.165180587353116
WM_16550,2019-03-10 15:43:20,6.917895272787386
WM_2183,2018-11-16 16:43:20,3.908405005576976
WM_3438,2018-11-29 00:33:20,5.22697408212256
WM_36325,2019-08-23 10:03:20,3.083255752542358
WM_8597,2019-01-07 16:23:20,5.448204237347691
WM_31833,2019-07-19 14:33:20,5.215152416082424
WM_10149,2019-01-18 22:33:20,10.303792158066598
WM_38811,2019-09-11 22:23:20,8.298410258655736
WM_31073,2019-07-14 05:13:20,3.9773732283363965
WM_1314,2018-11-10 11:03:20,5.180920990323513
WM_28386,2019-06-24 20:03:20,8.497115314302413
WM_198,2018-10-30 06:33:20,9.461295701574056
WM_10525,2019-01-21 14:03:20,4.779658217897753
WM_11900,2019-02-01 21:03:20,11.433807811006249
WM_18459,2019-03-27 07:03:20,3.7908038713826286
WM_33737,2019-08-04 16:33:20,6.238353619559816
WM_1851,2018-11-14 08:03:20,2.405567692927758
WM_21673,2019-05-05 04:43:20,4.528358548177855
WM_6566,2018-12-24 07:23:20,9.704953721103186
WM_36845,2019-08-27 01:53:20,3.0403594190490124
WM_7916,2019-01-02 19:43:20,12.221956934358474
WM_27896,2019-06-21 06:43:20,5.7978616588441945
WM_21392,2019-05-02 11:33:20,3.4284202378386603
WM_27683,2019-06-19 18:13:20,4.5084324520175665
WM_8769,2019-01-08 22:13:20,3.630943975118329
WM_30312,2019-07-08 17:53:20,5.273146722961485
WM_29472,2019-07-02 16:43:20,4.309359867031998
WM_3189,2018-11-27 06:33:20,8.471235616499264
WM_18130,2019-03-24 20:13:20,6.227404365771174
WM_36279,2019-08-23 02:23:20,8.678453529315929
WM_28062,2019-06-22 12:03:20,5.094994095364572
WM_20790,2019-04-28 07:03:20,2.5592381538288866
WM_18167,2019-03-25 02:43:20,5.548595149853163
WM_1118,2018-11-08 18:03:20,15.044578528754693
WM_23657,2019-05-19 06:23:20,3.9320678888355776
WM_37530,2019-09-02 20:23:20,7.015036947703794
WM_29981,2019-07-06 08:03:20,3.923455959962425
WM_40227,2019-09-22 20:43:20,7.4478956922943516
WM_1525,2018-11-11 23:43:20,6.82882796147788
WM_2323,2018-11-17 16:13:20,3.0891826110400253
WM_19419,2019-04-07 21:43:20,6.818773436144961
WM_18221,2019-03-25 13:43:20,4.237580793613968
WM_22827,2019-05-13 10:53:20,2.371027764136743
WM_37941,2019-09-05 16:53:20,5.194136638385739
WM_18696,2019-03-29 17:43:20,3.3805936251157527
WM_39197,2019-09-14 22:33:20,7.4835053608457605
WM_13378,2019-02-12 12:13:20,6.630070248372927
WM_29514,2019-07-02 23:53:20,7.860164870875899
WM_20666,2019-04-27 10:23:20,3.3429896654983877
WM_1354,2018-11-10 17:43:20,3.0866807829087857
WM_39840,2019-09-19 10:03:20,3.264460244093931
WM_12741,2019-02-07 19:23:20,5.717085964439381
WM_11752,2019-01-31 20:03:20,10.998309447182331
WM_2001,2018-11-15 10:03:20,4.599292083813025
WM_19586,2019-04-09 05:13:20,3.944423759445487
WM_25038,2019-05-29 23:23:20,5.757310744944411
WM_39554,2019-09-17 10:23:20,2.232679085219513
WM_12904,2019-02-08 23:03:20,6.285643661881519
WM_36694,2019-08-26 00:23:20,6.482321645402149
WM_34522,2019-08-10 06:23:20,3.66536717383587
WM_8354,2019-01-05 22:33:20,10.246964119126302
WM_677,2018-11-05 06:43:20,2.523144143426266
WM_25764,2019-06-05 13:13:20,4.791971619576111
WM_16078,2019-03-06 10:13:20,9.624235397250004
WM_7290,2018-12-29 10:23:20,10.501853360956629
WM_18298,2019-03-26 04:13:20,2.958478334596476
WM_22074,2019-05-07 23:43:20,6.53767329309724
WM_28715,2019-06-27 04:43:20,7.0034901907122835
WM_24669,2019-05-26 11:43:20,4.487196854780684
WM_27581,2019-06-18 21:13:20,7.5271767682927
WM_4217,2018-12-04 23:53:20,5.701509917829205
WM_1060,2018-11-08 08:03:20,2.8638814356322535
WM_11788,2019-02-01 02:03:20,8.192671862201314
WM_5520,2018-12-16 11:03:20,7.931148682575059
WM_13297,2019-02-11 21:03:20,3.2172894996067556
WM_14468,2019-02-20 15:33:20,8.488971347118555
WM_38965,2019-09-13 00:03:20,6.824575633109056
WM_33740,2019-08-04 17:03:20,5.478826530680336
WM_24325,2019-05-23 22:13:20,6.526776641007363
WM_7300,2018-12-29 12:03:20,9.671944871947574
WM_25751,2019-06-05 10:53:20,4.706472299925408
WM_4599,2018-12-07 19:13:20,8.120646907801246
WM_13819,2019-02-15 19:23:20,9.559156992204949
WM_1400,2018-11-11 02:03:20,4.908005994445815
WM_5810,2018-12-18 13:03:20,8.20677504226847
WM_31877,2019-07-19 21:53:20,7.259167992472444
WM_6638,2018-12-24 19:43:20,10.356132419275184
WM_21861,2019-05-06 12:13:20,4.394505268362559
WM_38854,2019-09-12 05:33:20,8.4008169430845
WM_35192,2019-08-14 23:03:20,6.832955292530232
WM_15524,2019-02-28 18:13:20,11.927511927929592
WM_39762,2019-09-18 21:03:20,7.7766419821294255
WM_1677,2018-11-13 01:23:20,3.5101431716849696
WM_30487,2019-07-10 01:03:20,7.6568415130962775
WM_28108,2019-06-22 19:53:20,7.754290385108887
WM_1173,2018-11-09 04:33:20,3.2518198289589644
WM_38104,2019-09-06 20:03:20,7.675011807983932
WM_33708,2019-08-04 11:43:20,5.079758015634873
WM_5710,2018-12-17 19:43:20,4.909517640565284
WM_9131,2019-01-11 11:43:20,6.641102290381024
WM_27368,2019-06-17 08:33:20,2.8297877129228524
WM_6290,2018-12-22 02:23:20,8.357827090000141
WM_39569,2019-09-17 12:53:20,4.487888184533716
WM_4462,2018-12-06 19:33:20,8.659443144776793
WM_18269,2019-03-25 23:23:20,3.076610889951439
WM_20718,2019-04-27 19:03:20,4.513181411487689
WM_9069,2019-01-11 01:23:20,7.398622903055937
WM_40064,2019-09-21 17:33:20,8.343367339962814
WM_18319,2019-03-26 07:43:20,6.34688798554127
WM_19859,2019-04-17 16:13:20,5.041668538195425
