tracking_id,datetime,windmill_generated_power(kW/h)
WM_19817,2019-04-17 08:53:20,2.565594748314542
WM_18723,2019-03-30 07:43:20,2.5157016484626222
WM_34552,2019-08-10 11:33:20,3.2816288626135353
WM_28570,2019-06-26 03:53:20,7.65860800138845
WM_36934,2019-08-27 16:43:20,3.6776679970304826
WM_46,2018-10-29 04:43:20,7.597889313533769
WM_5545,2018-12-16 15:13:20,4.510743723756796
WM_6959,2018-12-27 01:53:20,10.83378561084009
WM_9565,2019-01-14 13:43:20,7.974994108857312
WM_33379,2019-08-02 03:33:20,2.4920752053613993
WM_24358,2019-05-24 04:23:20,5.876120984747207
WM_38536,2019-09-10 00:23:20,8.02881246176663
WM_30740,2019-07-11 20:33:20,7.193008538186128
WM_32731,2019-07-28 12:23:20,5.575878808109001
WM_14062,2019-02-17 14:03:20,8.405517995544566
WM_15294,2019-02-27 03:03:20,11.236748970420457
WM_36014,2019-08-21 06:03:20,5.5687324963000355
WM_5050,2018-12-11 01:23:20,12.375789302688263
WM_17819,2019-03-22 11:53:20,2.585774192847558
WM_1759,2018-11-13 16:23:20,3.2155812963036947
WM_27254,2019-06-16 12:13:20,4.532385085538151
WM_14482,2019-02-20 17:53:20,6.813328413482351
WM_40277,2019-09-23 05:03:20,4.242630650886806
WM_23364,2019-05-17 04:43:20,5.908298668461579
WM_35071,2019-08-14 02:53:20,8.53720431725982
WM_1240,2018-11-09 20:43:20,4.633134726560209
WM_193,2018-10-30 05:43:20,8.356115896647864
WM_31417,2019-07-16 15:23:20,7.6908275140301425
WM_37853,2019-09-05 02:13:20,5.855266854204221
WM_34415,2019-08-09 12:13:20,2.7457153532063794
WM_20130,2019-04-22 05:03:20,3.438608992833961
WM_36985,2019-08-28 01:13:20,3.087734859499431
WM_32816,2019-07-29 02:53:20,7.6933635183821405
WM_9659,2019-01-15 06:03:20,9.28230453390555
WM_34192,2019-08-07 22:13:20,5.686308101753136
WM_7124,2018-12-28 06:43:20,8.896850143523285
WM_35945,2019-08-20 18:33:20,5.4321794677634925
WM_29448,2019-07-02 12:43:20,4.02592894205148
WM_26129,2019-06-08 07:53:20,3.746824984337034
WM_3566,2018-11-29 22:53:20,6.557360409587823
WM_1340,2018-11-10 15:23:20,3.1163542259897197
WM_14304,2019-02-19 08:33:20,6.5698348259991635
WM_22513,2019-05-11 04:33:20,4.930806588700234
WM_15672,2019-03-01 19:03:20,11.594353680579456
WM_28793,2019-06-27 17:53:20,1.6121745304963864
WM_13683,2019-02-14 16:33:20,7.289700166039225
WM_8450,2019-01-06 15:23:20,8.256969089390136
WM_39606,2019-09-17 19:03:20,7.699030617864446
WM_33792,2019-08-05 01:43:20,8.123665132376587
WM_39434,2019-09-16 14:23:20,2.5763046987482667
WM_16883,2019-03-14 00:13:20,2.613330063641268
WM_16423,2019-03-08 21:13:20,5.569195629297133
